Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
21,6,14/02/2018 10:50:46,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
49693,6,14/02/2018 08:44:53,41,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,48780.4878048781,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,24390.243902439,24390.243902439,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,172,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,16/02/2018 01:47:51,31032,2,0,0,0,0,0,0,0,0,0,0,0,0,64.44960041,31032,0,31032,31032,31032,31032,0,31032,31032,0,0,0,0,0,0,0,0,0,64,0,64.44960041,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
52313,6,15/02/2018 03:54:43,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,7471,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
38518,6,16/02/2018 01:47:08,4335244,5,3,935,303,935,0,187,418.1447118,303,0,101,174.9371316,285.5663949,1.845340193,619320.5714,1562280.401,4160717,6,4335244,1083811,2051893.404,4160725,50,122821,61410.5,86312.98925,122443,378,0,0,0,0,168,104,1.153337621,0.692002572,0,935,137.5555556,315.3847298,99467.52778,0,0,0,0,1,0,0,0,0,154.75,187,101,0,0,0,0,0,0,5,935,3,303,237,211,1,32,0,0,0,0,0,0,0,0,Benign
3389,6,15/02/2018 04:25:39,3672005,10,7,1148,1581,677,0,114.8,210.0924664153,1173,0,225.8571428571,430.0986044197,743.190709163,4.6296233257,229500.3125,463892.016529813,1701240,63,3672005,408000.555555556,592132.213008867,1701240,63,3595431,599238.5,692046.316716085,1816510,62894,0,0,0,0,212,152,2.7233078386,1.906315487,0,1173,151.6111111111,305.0826578234,93075.4281045752,0,0,1,1,0,0,0,1,0,160.5294117647,114.8,225.8571428571,0,0,0,0,0,0,10,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53652,6,16/02/2018 01:45:36,5448937,5,3,935,392,935,0,187,418.1447118,392,0,130.6666667,226.3213055,243.5337388,1.46817627,778419.5714,2013993.192,5345219,5,5448937,1362234.25,2655558.455,5345227,25,82454,41227,57916.28802,82180,274,0,0,0,0,168,104,0.917610169,0.550566101,0,935,147.4444444,322.5349249,104028.7778,0,0,0,0,1,0,0,0,0,165.875,187,130.6666667,0,0,0,0,0,0,5,935,3,392,219,211,1,32,0,0,0,0,5345219,0,5345219,5345219,Benign
53,17,15/02/2018 12:39:58,1674,1,1,49,164,49,49,49.0,0.0,164,164,164.0,0.0,127240.143369176,1194.743130227,1674.0,0.0,1674,1674,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,597.3715651135,597.3715651135,49,164,87.3333333333,66.3952809568,4408.3333333333,0,0,0,0,0,0,0,0,1,131.0,49.0,164.0,0,0,0,0,0,0,1,49,1,164,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,14/02/2018 03:26:02,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
52548,6,15/02/2018 04:36:48,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,148,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
62288,6,14/02/2018 08:50:00,65,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30769.2307692308,65.0,0.0,65,65,65,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0,0,0,40,0,30769.2307692308,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,6,14/02/2018 10:37:26,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
80,6,14/02/2018 08:42:23,53636163,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0372882751,53636163.0,0.0,53636163,53636163,53636163,53636163.0,0.0,53636163,53636163,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0372882751,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
51694,6,16/02/2018 01:47:23,4393599,5,4,935,616,935,0,187,418.1447118,308,0,154,177.8238829,353.0135545,2.048434552,549199.875,1422063.409,4063363,7,4393599,1098399.75,1980203.986,4063370,18,274777,91592.33333,121769.183,232061,15959,0,0,0,0,168,136,1.138019196,0.910415357,0,935,155.1,302.4699985,91488.1,0,0,0,0,1,0,0,0,0,172.3333333,187,154,0,0,0,0,0,0,5,935,4,616,219,211,1,32,0,0,0,0,0,0,0,0,Benign
56012,6,16/02/2018 01:47:15,4153652,5,3,935,342,935,0,187,418.1447118,342,0,114,197.4537921,307.4402959,1.926015949,593378.8571,1529766.792,4062297,4,4153652,1038413,2016043.378,4062304,44,48565,24282.5,23353.61566,40796,7769,0,0,0,0,168,104,1.203759968,0.722255981,0,935,141.8888889,318.1974405,101249.6111,0,0,0,0,1,0,0,0,0,159.625,187,114,0,0,0,0,0,0,5,935,3,342,219,211,1,32,0,0,0,0,0,0,0,0,Benign
21,6,16/02/2018 10:55:18,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest
53,17,14/02/2018 10:24:07,44777,2,2,88,446,44,44,44.0,0.0,223,223,223.0,0.0,11925.765459946,89.331576479,14925.6666666667,13667.7866654895,26832,1,17944,17944.0,0.0,17944,17944,1,1.0,0.0,1,1,0,0,0,0,16,16,44.6657882395,44.6657882395,44,223,115.6,98.0423377934,9612.3,0,0,0,0,0,0,0,0,1,144.5,44.0,223.0,0,0,0,0,0,0,2,88,2,446,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 12:31:04,4625,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,432.4324324324,4625.0,0.0,4625,4625,4625,4625.0,0.0,4625,4625,0,0.0,0.0,0,0,0,0,0,0,40,0,432.4324324324,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 10:30:54,1695,1,1,38,90,38,38,38.0,0.0,90,90,90.0,0.0,75516.2241887906,1179.9410029499,1695.0,0.0,1695,1695,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,589.9705014749,589.9705014749,38,90,55.3333333333,30.0222139979,901.3333333333,0,0,0,0,0,0,0,0,1,83.0,38.0,90.0,0,0,0,0,0,0,1,38,1,90,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,16/02/2018 01:47:39,42438,3,0,0,0,0,0,0,0,0,0,0,0,0,70.69136152,21219,29569.79138,42128,310,42438,21219,29569.79138,42128,310,0,0,0,0,0,0,0,0,0,96,0,70.69136152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
53,17,14/02/2018 11:44:56,1777,1,1,33,49,33,33,33.0,0.0,49,49,49.0,0.0,46145.1885199775,1125.4924029263,1777.0,0.0,1777,1777,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,562.7462014631,562.7462014631,33,49,38.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,57.5,33.0,49.0,0,0,0,0,0,0,1,33,1,49,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 02:02:45,1385,1,1,36,52,36,36,36.0,0.0,52,52,52.0,0.0,63537.9061371841,1444.0433212996,1385.0,0.0,1385,1385,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,722.0216606498,722.0216606498,36,52,41.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,62.0,36.0,52.0,0,0,0,0,0,0,1,36,1,52,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 12:22:21,119051281,2,2,93,176,51,42,46.5,6.3639610307,97,79,88.0,12.7279220614,2.2595304959,0.0335989665,39683760.3333333,68732706.9045039,119049454,749,119050203,119050203.0,0.0,119050203,119050203,119050532,119050532.0,0.0,119050532,119050532,0,0,0,0,16,16,0.0167994832,0.0167994832,42,97,62.2,24.671846303,608.7,0,0,0,0,0,0,0,0,1,77.75,46.5,88.0,0,0,0,0,0,0,2,93,2,176,-1,-1,1,8,749.0,0.0,749,749,119049454.0,0.0,119049454,119049454,Benign
53,17,15/02/2018 02:12:54,18575,2,2,56,156,28,28,28.0,0.0,78,78,78.0,0.0,11413.1897711978,215.3432032301,6191.6666666667,9636.2639198672,17312,298,18277,18277.0,0.0,18277,18277,17610,17610.0,0.0,17610,17610,0,0,0,0,16,16,107.6716016151,107.6716016151,28,78,48.0,27.3861278753,750.0,0,0,0,0,0,0,0,0,1,60.0,28.0,78.0,0,0,0,0,0,0,2,56,2,156,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 08:46:01,5331,3,4,148,242,148,0,49.3333333333,85.4478398401,242,0,60.5,121.0,73157.0061902082,1313.0744700807,888.5,1686.2366085458,4319,27,4700,2350.0,2784.5865043126,4319,381,5003,1667.6666666667,2560.4179997284,4618,27,0,0,0,0,72,92,562.7462014631,750.3282686175,0,242,48.75,93.6982237978,8779.3571428572,0,0,0,1,0,0,0,0,1,55.7142857143,49.3333333333,60.5,0,0,0,0,0,0,3,148,4,242,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,14/02/2018 01:02:36,60831934,15,14,1211,3396,875,0,80.7333333333,227.6204443073,1460,0,242.5714285714,520.6604850182,75.7332489215,0.4767232947,2172569.07142857,4164310.12249061,10009637,1,60831934,4345138.14285714,5135866.89083129,10077788,290,60763625,4674125.0,5207827.59882365,10081701,1,0,0,0,0,312,284,0.2465810145,0.2301422802,0,1460,153.5666666667,392.3206538054,153915.495402299,0,0,0,1,0,0,0,0,0,158.8620689655,80.7333333333,242.5714285714,0,0,0,0,0,0,15,1211,14,3396,8192,31500,9,20,105762.333333333,92022.2891948829,293602,68129,10002704.6666667,16803.9336188485,10009637,9968404,Benign
21,6,14/02/2018 10:35:39,13,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,153846.153846154,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,76923.0769230769,76923.0769230769,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
22,6,14/02/2018 03:03:16,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
80,6,15/02/2018 04:35:56,79,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25316.4556962025,79.0,0.0,79,79,79,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0,0,0,40,0,25316.4556962025,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,6,14/02/2018 11:39:31,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
33072,6,16/02/2018 01:46:20,4046563,5,3,935,356,935,0,187,418.1447118,356,0,118.6666667,205.5366958,319.0361796,1.976986396,578080.4286,1497448.664,3973747,9,4046563,1011640.75,1974842.455,3973756,26,48438,24219,30404.17738,45718,2720,0,0,0,0,168,104,1.235616497,0.741369898,0,935,143.4444444,319.3302018,101971.7778,0,0,0,0,1,0,0,0,0,161.375,187,118.6666667,0,0,0,0,0,0,5,935,3,356,219,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,15/02/2018 11:31:19,107362966,15,3,2530,0,230,0,168.6666666667,105.2796728899,0,0,0.0,0.0,23.56492275,0.1676555769,6315468.58823529,13463147.4646071,53231259,3,107362963,7668783.07142857,14557074.5064372,53231259,408,106337862,53168931.0,31355688.546495,75340751,30997111,0,0,0,0,496,100,0.1397129807,0.0279425961,0,230,133.1578947368,116.6691729054,13611.6959064327,0,0,0,1,0,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,2530,3,0,26883,0,11,32,6034749.5,2479535.68916128,7788046,4281453,23823366.0,20603232.7676682,53231259,6641191,DoS attacks-Slowloris
21,6,14/02/2018 12:01:26,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
53,17,15/02/2018 10:25:26,97606,2,2,76,132,38,38,38.0,0.0,66,66,66.0,0.0,2131.0165358687,40.9810872282,32535.3333333333,54987.053615677,96028,494,97112,97112.0,0.0,97112,97112,96522,96522.0,0.0,96522,96522,0,0,0,0,16,16,20.4905436141,20.4905436141,38,66,49.2,15.3362316101,235.2,0,0,0,0,0,0,0,0,1,61.5,38.0,66.0,0,0,0,0,0,0,2,76,2,132,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,14/02/2018 02:35:33,380432,22,22,1912,2665,640,0,86.9090909091,137.6880217811,976,0,121.1363636364,258.6415602914,12031.0594271775,115.6579888127,8847.2558139535,20764.5024937742,82084,3,380149,18102.3333333333,27946.8559489853,82084,115,380429,18115.6666666667,37029.564968189,119906,9,0,0,0,0,712,712,57.8289944064,57.8289944064,0,976,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,0,1,104.0227272727,86.9090909091,121.1363636364,0,0,0,0,0,0,22,1912,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
80,6,15/02/2018 09:51:10,11124537,4,4,318,972,318,0,79.5,159.0,972,0,243.0,486.0,115.9598821955,0.7191310524,1589219.57142857,2733116.63399075,6122528,6,6123183,2041061.0,3534944.22757191,6122863,31,11124531,3708177.0,3259635.87350535,6122528,320,0,0,0,0,136,136,0.3595655262,0.3595655262,0,972,143.3333333333,328.0640181428,107626.0,0,0,0,1,0,0,0,0,1,161.25,79.5,243.0,0,0,0,0,0,0,4,318,4,972,26883,219,1,32,326.0,0.0,326,326,6122528.0,0.0,6122528,6122528,DoS attacks-GoldenEye
80,6,16/02/2018 01:45:32,3205,2,0,0,0,0,0,0,0,0,0,0,0,0,624.024961,3205,0,3205,3205,3205,3205,0,3205,3205,0,0,0,0,0,0,0,0,0,64,0,624.024961,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
49939,6,15/02/2018 09:12:56,19,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.157894737,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,52631.5789473684,52631.5789473684,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,184,254,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
50490,6,15/02/2018 09:57:49,140,3,1,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,221428.571428571,28571.4285714286,46.6666666667,39.5516539899,85,6,140,70.0,21.2132034356,85,55,0,0.0,0.0,0,0,0,0,0,0,60,20,21428.5714285714,7142.8571428572,0,31,6.2,13.8636214605,192.2,0,0,0,0,1,0,0,0,0,7.75,10.3333333333,0.0,0,0,0,0,0,0,3,31,1,0,237,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 11:43:05,316,1,1,47,175,47,47,47.0,0.0,175,175,175.0,0.0,702531.64556962,6329.1139240506,316.0,0.0,316,316,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3164.5569620253,3164.5569620253,47,175,89.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,134.5,47.0,175.0,0,0,0,0,0,0,1,47,1,175,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 11:53:06,18578,1,1,42,108,42,42,42.0,0.0,108,108,108.0,0.0,8074.0660996878,107.6542146625,18578.0,0.0,18578,18578,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,53.8271073313,53.8271073313,42,108,64.0,38.1051177665,1452.0,0,0,0,0,0,0,0,0,1,96.0,42.0,108.0,0,0,0,0,0,0,1,42,1,108,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,16/02/2018 01:47:15,28992,2,0,0,0,0,0,0,0,0,0,0,0,0,68.98454746,28992,0,28992,28992,28992,28992,0,28992,28992,0,0,0,0,0,0,0,0,0,64,0,68.98454746,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
22,6,14/02/2018 03:12:37,387749,23,20,1912,2665,640,0,83.1304347826,135.7374820439,976,0,133.25,268.7712537496,11804.0278633859,110.8964820025,9232.1190476191,20913.2808267068,99482,5,387709,17623.1363636364,28168.2598720371,99482,240,387740,20407.3684210526,39402.5275418984,136083,8,0,0,0,0,744,648,59.3167229316,51.5797590709,0,976,104.0227272727,205.4948071133,42228.1157505285,0,0,0,1,0,0,0,0,0,106.4418604651,83.1304347826,133.25,0,0,0,0,0,0,23,1912,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
24605,6,14/02/2018 10:38:22,44,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.5454545455,44.0,0.0,44,44,44,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0,0,0,40,0,45454.5454545455,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,6,14/02/2018 12:07:00,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
445,6,14/02/2018 01:59:58,620895,6,5,455,338,140,0,75.8333333333,62.9362110924,145,0,67.6,69.7588704037,1277.1885745577,17.7163610594,62089.5,80016.8087025748,156045,4,620804,124160.8,69411.0800139286,156176,4,620817,155204.25,1026.6639745636,156168,153786,0,0,0,0,132,112,9.6634696688,8.0528913907,0,145,66.0833333333,63.40269328,4019.9015151515,0,0,0,1,0,0,0,0,0,72.0909090909,75.8333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
445,6,14/02/2018 09:23:59,178622,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22.393658116,59540.6666666667,103060.782649528,178545,1,178622,89311.0,126303.413255541,178621,1,0,0.0,0.0,0,0,0,0,0,0,72,32,16.795243587,5.598414529,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,14/02/2018 03:07:42,313709,22,22,1944,2665,640,0,88.3636363636,137.8690011274,976,0,121.1363636364,258.6415602914,14691.9597461342,140.2573722781,7295.5581395349,18502.0640126631,75949,5,313660,14936.1904761905,25741.7887774316,75949,137,313696,14937.9047619048,32747.7439328342,101328,8,0,0,0,0,712,712,70.1286861391,70.1286861391,0,976,102.4222222222,203.7441007388,41511.6585858586,0,0,0,1,0,0,0,0,1,104.75,88.3636363636,121.1363636364,0,0,0,0,0,0,22,1944,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
443,6,15/02/2018 01:05:44,117702194,18,17,1515,1977,517,0,84.1666666667,143.9359538945,455,0,116.2941176471,160.3951233306,29.6680960764,0.2973606422,3461829.23529412,13994750.2044363,58686985,1,117702194,6923658.47058824,19465514.3339335,58686985,29,117623994,7351499.625,20028722.714,58764699,1,0,0,0,0,372,352,0.1529283303,0.1444323119,0,517,97.0,149.5255353252,22357.8857142857,0,0,1,1,0,0,0,1,0,99.7714285714,84.1666666667,116.2941176471,0,0,0,0,0,0,18,1515,17,1977,8192,184,10,20,200931.5,174070.597645036,324018,77845,58611275.5,107069.401700486,58686985,58535566,Benign
21,6,14/02/2018 10:56:10,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
22,6,14/02/2018 02:41:39,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
80,6,16/02/2018 01:48:25,14948,2,0,0,0,0,0,0,0,0,0,0,0,0,133.7971635,14948,0,14948,14948,14948,14948,0,14948,14948,0,0,0,0,0,0,0,0,0,64,0,133.7971635,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
59406,6,15/02/2018 09:35:23,30,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,66666.6666666667,30.0,0.0,30,30,30,30.0,0.0,30,30,0,0.0,0.0,0,0,0,0,0,0,40,0,66666.6666666667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
